ILI Tool,Adjstd Weld Number,Adjstd Approx Milepost,Adjstd Approx Map Station (ft),Odometer (ft),Odometer Distance to Start of Box (ft),Feature Number,Feature Description,Distance to Nearest Weld (ft),Distance to Upstream Weld (ft),Distance to Downstream Weld (ft),Distance From Top of Pipe (ft),Distance to Nearest AGM (ft),Distance to Upstream AGM (ft),Distance to Downstream AGM (ft),WT (in),Max Depth (%),Max Depth + Tolerance (%),Length (in),Width (in),Oreintation (Degrees),Pipe Length (ft),Long Seam Orient. (Degrees),0.85DL Safe MAOP Rating (psig),0.85DL Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Safe MAOP Rating (psig),Eff. Area B31G of API579 Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Burst Press. Rating (psig),Eff. Area B31G of API579 Burst Press. Rating + Tolerance (psig),Latitude NAD83,Longitude NAD83,Elevation Above Mean Sea Level NAVD88 (ft),Comments,Pipe Size (in),Pipe Grade ,Pipe Type,MOP (psi)
MFL,293,,,12835.87,12835.85,5517,ML Int,D5.72,53.92,5.72,1.02,D1092.46,3773.80,1092.46,0.219,12,22,0.28,0.28,162,59.63,,2264,2261,2263,2259,3143,3138,35.0763409,-119.3707569,612.46,,8.625,X52,ERW,1363
MFL,293,,,12835.88,12835.87,5518,ML Int,D5.70,53.93,5.70,0.48,D1092.44,3773.82,1092.44,0.219,11,21,0.27,0.27,76,59.63,,2264,2261,2264,2260,3144,3138,35.0763409,-119.3707568,612.46,,8.625,X52,ERW,1363
MFL,293,,,12836.56,12836.55,5519,ML Int,D5.02,54.62,5.02,1.03,D1091.76,3774.50,1091.76,0.219,10,20,0.28,0.28,164,59.63,,2264,2261,2264,2260,3144,3139,35.0763409,-119.3707546,612.46,,8.625,X52,ERW,1363
MFL,293,,,12837.57,12837.55,5520,ML Int,D4.01,55.63,4.01,1.02,D1090.75,3775.51,1090.75,0.219,10,20,0.28,0.28,162,59.63,,2264,2261,2264,2260,3144,3139,35.0763409,-119.3707512,612.46,,8.625,X52,ERW,1363
MFL,294,2.422,123+86,12841.58,,5521,Weld,D46.11,59.63,46.11,,D1086.74,3779.52,1086.74,0.219,,,,,,46.11,2,,,,,,,35.0763410,-119.3707381,612.45,,8.625,X52,ERW,1363
MFL,294,,,12846.70,12846.69,5522,ML Int,U5.12,5.12,40.99,1.02,D1081.62,3784.64,1081.62,0.219,10,20,0.27,0.27,162,46.11,,2264,2261,2264,2260,3144,3139,35.0763410,-119.3707214,612.44,,8.625,X52,ERW,1363
MFL,294,,,12847.55,12847.54,5523,ML Int,U5.97,5.97,40.14,1.03,D1080.77,3785.49,1080.77,0.219,11,21,0.27,0.27,164,46.11,,2264,2261,2264,2260,3144,3138,35.0763410,-119.3707185,612.44,,8.625,X52,ERW,1363
MFL,294,,,12848.79,12848.78,5524,ML Int,U7.21,7.21,38.90,1.03,D1079.53,3786.73,1079.53,0.219,11,21,0.27,0.27,165,46.11,,2264,2261,2264,2260,3144,3138,35.0763411,-119.3707144,612.44,,8.625,X52,ERW,1363
MFL,294,,,12849.53,12849.52,5525,ML Int,U7.95,7.95,38.16,1.03,D1078.79,3787.47,1078.79,0.219,19,29,0.28,0.28,165,46.11,,2262,2258,2260,2256,3139,3133,35.0763411,-119.3707119,612.44,,8.625,X52,ERW,1363
MFL,294,,,12851.08,12851.07,5526,ML Int,U9.50,9.50,36.61,1.01,D1077.24,3789.02,1077.24,0.219,13,23,0.27,0.27,161,46.11,,2263,2260,2263,2259,3143,3137,35.0763411,-119.3707068,612.43,,8.625,X52,ERW,1363
MFL,294,,,12855.52,12855.48,5527,ML Int Cluster,U13.94,13.94,32.17,1.00,D1072.80,3793.46,1072.80,0.219,23,33,0.63,0.27,159,46.11,,2235,2216,2244,2226,3116,3092,35.0763412,-119.3706921,612.43,,8.625,X52,ERW,1363
MFL,294,,,12864.10,12864.08,5528,ML Int,U22.51,22.51,23.59,1.05,D1064.23,3802.03,1064.23,0.219,11,21,0.27,0.27,167,46.11,,2264,2261,2264,2260,3144,3138,35.0763412,-119.3706639,612.42,,8.625,X52,ERW,1363
MFL,294,,,12871.78,12871.76,5529,ML Int,D15.91,30.19,15.91,1.05,D1056.55,3809.71,1056.55,0.219,11,21,0.28,0.28,167,46.11,,2264,2261,2263,2260,3144,3138,35.0763412,-119.3706383,612.42,,8.625,X52,ERW,1363
MFL,294,,,12874.55,12874.54,5530,ML Int,D13.14,32.97,13.14,1.02,D1053.77,3812.49,1053.77,0.219,10,20,0.28,0.28,163,46.11,,2264,2261,2264,2260,3144,3139,35.0763412,-119.3706291,612.42,,8.625,X52,ERW,1363
MFL,294,,,12876.65,12876.64,5531,ML Int,D11.04,35.07,11.04,1.03,D1051.67,3814.59,1051.67,0.219,11,21,0.28,0.28,165,46.11,,2264,2261,2263,2260,3144,3138,35.0763412,-119.3706221,612.42,,8.625,X52,ERW,1363
MFL,294,,,12880.14,12880.13,5532,ML Int,D7.55,38.56,7.55,1.02,D1048.18,3818.08,1048.18,0.219,12,22,0.27,0.27,163,46.11,,2264,2261,2263,2259,3143,3138,35.0763412,-119.3706104,612.40,,8.625,X52,ERW,1363
MFL,294,,,12882.93,12882.91,5533,ML Int,D4.76,41.35,4.76,1.03,D1045.39,3820.87,1045.39,0.219,11,21,0.28,0.28,165,46.11,,2264,2261,2263,2260,3144,3138,35.0763412,-119.3706014,612.35,,8.625,X52,ERW,1363
MFL,294,,,12886.53,12886.51,5534,ML Int,D1.16,44.94,1.16,1.02,D1041.80,3824.46,1041.80,0.219,10,20,0.27,0.27,163,46.11,,2264,2261,2264,2260,3144,3139,35.0763412,-119.3705894,612.28,,8.625,X52,ERW,1363
MFL,294,,,12886.81,12886.79,5535,ML Int,D0.88,45.23,0.88,0.98,D1041.51,3824.75,1041.51,0.219,11,21,0.27,0.27,156,46.11,,2264,2261,2264,2260,3144,3138,35.0763412,-119.3705884,612.27,,8.625,X52,ERW,1363
MFL,295,2.427,124+12,12887.69,,5536,"Weld; Begin 0.250in Wall, API 5L X42- ERW",D25.48,46.11,25.48,,D1040.63,3825.63,1040.63,0.250,,,,,,25.48,,,,,,,,35.0763412,-119.3705855,612.25,,8.625,X52,ERW,1363
MFL,295,,,12912.97,12912.94,5537,ML Int Cluster HAZ impact GW,D0.20,25.28,0.20,0.82,D1015.35,3850.91,1015.35,0.250,11,21,0.98,1.81,130,25.48,,2557,2524,2551,2511,3544,3487,35.0763411,-119.3705013,611.97,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,295,,,12913.02,12912.87,5538,ML Int Cluster HAZ impact GW,D0.14,25.33,0.14,1.32,D1015.30,3850.96,1015.30,0.250,16,26,2.43,3.09,211,25.48,,2438,2330,2477,2377,3441,3302,35.0763411,-119.3705011,611.97,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,296,2.428,124+16,12913.17,,5539,Weld,D4.08,25.48,4.08,,D1015.15,3851.11,1015.15,0.250,,,,,,4.08,44,,,,,,,35.0763411,-119.3705006,611.97,,8.625,X52,ERW,1363
MFL,296,,,12913.22,12913.20,5540,ML EXT Cluster HAZ impact GW,U0.05,0.05,4.03,1.59,D1015.10,3851.16,1015.10,0.250,27,37,0.63,3.83,254,4.08,,2548,2526,2538,2510,3525,3486,35.0763411,-119.3705005,611.97,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,296,,,12913.28,12913.23,5541,ML EXT Cluster HAZ impact GW,U0.11,0.11,3.97,1.26,D1015.04,3851.22,1015.04,0.250,18,28,0.74,3.68,201,4.08,,2555,2531,2548,2517,3538,3496,35.0763411,-119.3705002,611.97,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,296,,,12916.98,12916.92,5542,ML Int Cluster HAZ impact GW,D0.28,3.81,0.28,1.33,D1011.35,3854.91,1011.35,0.250,11,21,3.22,1.38,212,4.08,,2462,2336,2521,2454,3502,3408,35.0763410,-119.3704880,611.98,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,296,,,12917.14,12917.12,5543,ML Int Cluster HAZ impact GW,D0.11,3.97,0.11,1.12,D1011.19,3855.07,1011.19,0.250,10,20,0.28,0.75,178,4.08,,2585,2582,2585,2581,3590,3584,35.0763410,-119.3704874,611.98,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,297,2.430,124+28,12917.25,,5544,"Weld; Begin 0.219in Wall, API 5L X52- ERW",U4.08,4.08,12.70,,D1011.07,3855.19,1011.07,0.219,,,,,,12.70,4,,,,,,,35.0763410,-119.3704871,611.98,,8.625,X52,ERW,1363
MFL,297,,,12918.71,12918.70,5545,ML Int,U1.46,1.46,11.24,1.19,D1009.61,3856.65,1009.61,0.219,14,24,0.28,0.28,189,12.70,,2263,2260,2262,2258,3142,3136,35.0763410,-119.3704823,611.99,,8.625,X52,ERW,1363
MFL,297,,,12919.00,12918.99,5546,ML Int,U1.75,1.75,10.95,1.02,D1009.32,3856.94,1009.32,0.219,11,21,0.27,0.27,162,12.70,,2264,2261,2264,2260,3144,3138,35.0763410,-119.3704812,611.99,,8.625,X52,ERW,1363
MFL,297,,,12919.27,12919.26,5547,ML Int,U2.02,2.02,10.68,1.30,D1009.05,3857.21,1009.05,0.219,12,22,0.28,0.28,207,12.70,,2264,2261,2263,2259,3143,3138,35.0763410,-119.3704804,611.99,,8.625,X52,ERW,1363
MFL,297,,,12919.35,12919.34,5548,ML Int,U2.10,2.10,10.60,1.03,D1008.97,3857.29,1008.97,0.219,11,21,0.27,0.27,164,12.70,,2264,2261,2264,2260,3144,3138,35.0763410,-119.3704801,611.99,,8.625,X52,ERW,1363
MFL,297,,,12920.52,,5549,Marker Band Start,U3.27,3.27,9.43,,D1007.80,3858.46,1007.80,0.219,,,,,,12.70,,,,,,,,35.0763409,-119.3704763,611.99,,8.625,X52,ERW,1363
MFL,297,,,12920.74,12920.72,5550,ML Int BTW Marker Bands,U3.49,3.49,9.21,1.06,D1007.58,3858.68,1007.58,0.219,10,20,0.28,0.28,169,12.70,,2264,2261,2264,2260,3144,3139,35.0763409,-119.3704755,611.99,,8.625,X52,ERW,1363
MFL,297,,,12920.90,12920.89,5551,ML Int BTW Marker Bands,U3.65,3.65,9.05,1.26,D1007.42,3858.84,1007.42,0.219,10,20,0.28,0.28,201,12.70,,2264,2261,2264,2260,3144,3139,35.0763409,-119.3704750,612.00,,8.625,X52,ERW,1363
MFL,297,,,12921.26,12921.23,5552,ML EXT Cluster BTW Marker Bands HAZ impact LS,U4.01,4.01,8.69,0.36,D1007.07,3859.19,1007.07,0.219,33,43,0.51,1.68,58,12.70,,2232,2215,2226,2205,3092,3062,35.0763409,-119.3704739,612.00,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,297,,,12921.60,12921.58,5553,ML EXT BTW Marker Bands HAZ impact LS,U4.35,4.35,8.35,2.15,D1006.72,3859.54,1006.72,0.219,17,27,0.27,0.27,343,12.70,,2262,2259,2261,2257,3141,3134,35.0763409,-119.3704728,612.00,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,297,,,12921.70,12921.67,5554,ML EXT BTW Marker Bands HAZ impact LS,U4.45,4.45,8.25,0.31,D1006.62,3859.64,1006.62,0.219,12,22,0.35,0.35,49,12.70,,2262,2257,2261,2254,3140,3131,35.0763409,-119.3704725,612.00,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,297,,,12922.34,12922.33,5555,ML EXT BTW Marker Bands,U5.09,5.09,7.61,1.13,D1005.98,3860.28,1005.98,0.219,12,22,0.27,0.27,180,12.70,,2264,2261,2263,2259,3143,3138,35.0763409,-119.3704703,612.00,,8.625,X52,ERW,1363
MFL,297,,,12922.61,12922.60,5556,ML EXT BTW Marker Bands HAZ impact LS,U5.36,5.36,7.34,0.19,D1005.71,3860.55,1005.71,0.219,10,20,0.28,0.28,30,12.70,,2264,2261,2264,2260,3144,3139,35.0763409,-119.3704694,612.00,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,297,,,12922.85,12922.83,5557,ML EXT Cluster BTW Marker Bands HAZ impact LS,U5.60,5.60,7.10,2.00,D1005.47,3860.79,1005.47,0.219,13,23,0.35,0.85,319,12.70,,2261,2256,2260,2254,3139,3130,35.0763409,-119.3704687,612.00,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,297,,,12923.20,12923.17,5558,ML EXT Cluster BTW Marker Bands HAZ impact LS,U5.95,5.95,6.75,0.31,D1005.12,3861.14,1005.12,0.219,15,25,0.63,1.09,49,12.70,,2247,2231,2243,2223,3116,3087,35.0763409,-119.3704674,612.01,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,297,,,12923.42,,5559,Marker Band End,U6.17,6.17,6.53,,D1004.90,3861.36,1004.90,0.219,,,,,,12.70,,,,,,,,35.0763409,-119.3704668,612.01,,8.625,X52,ERW,1363
MFL,297,,,12924.74,12924.60,5560,ML EXT Cluster,D5.21,7.49,5.21,1.73,D1003.58,3862.68,1003.58,0.219,26,36,2.67,3.10,276,12.70,,2009,1890,2156,2069,2994,2874,35.0763409,-119.3704624,612.01,,8.625,X52,ERW,1363
MFL,297,,,12925.35,12925.32,5561,ML EXT Cluster,D4.60,8.10,4.60,0.43,D1002.97,3863.29,1002.97,0.219,17,27,0.98,0.39,69,12.70,,2218,2183,2236,2211,3106,3070,35.0763408,-119.3704603,612.01,,8.625,X52,ERW,1363
MFL,297,,,12925.71,12925.69,5562,ML EXT HAZ impact LS,D4.24,8.46,4.24,0.14,D1002.62,3863.64,1002.62,0.219,11,21,0.28,0.28,22,12.70,,2264,2261,2263,2260,3144,3138,35.0763408,-119.3704592,612.02,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,297,,,12925.75,12925.74,5563,ML EXT,D4.20,8.50,4.20,0.74,D1002.57,3863.69,1002.57,0.219,12,22,0.28,0.28,118,12.70,,2264,2261,2263,2259,3143,3138,35.0763408,-119.3704590,612.02,,8.625,X52,ERW,1363
MFL,297,,,12925.89,12925.88,5564,ML Int Cluster HAZ impact LS,D4.06,8.64,4.06,2.22,D1002.43,3863.83,1002.43,0.219,19,29,0.86,2.30,354,12.70,,2222,2192,2223,2189,3087,3040,35.0763408,-119.3704586,612.02,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,297,,,12928.77,12928.76,5565,ML EXT,D1.18,11.52,1.18,0.45,D999.55,3866.71,999.55,0.219,10,20,0.27,0.27,71,12.70,,2264,2261,2264,2260,3144,3139,35.0763408,-119.3704489,612.03,,8.625,X52,ERW,1363
MFL,298,2.441,124+88,12929.95,,5566,Weld,U12.70,12.70,59.60,,D998.37,3867.89,998.37,0.219,,,,,,59.60,302,,,,,,,35.0763408,-119.3704450,612.03,,8.625,X52,ERW,1363
MFL,298,,,12930.11,12930.10,5567,ML Int HAZ impact GW HAZ impact LS,U0.16,0.16,59.44,1.99,D998.21,3868.05,998.21,0.219,11,21,0.20,0.45,317,59.60,,2265,2264,2265,2263,3146,3143,35.0763407,-119.3704445,612.04,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,298,,,12930.93,,5568,Marker Band Start,U0.98,0.98,58.62,,D997.40,3868.86,997.40,0.219,,,,,,59.60,,,,,,,,35.0763407,-119.3704417,612.04,,8.625,X52,ERW,1363
MFL,298,,,12933.37,,5569,Marker Band End,U3.42,3.42,56.18,,D994.95,3871.31,994.95,0.219,,,,,,59.60,,,,,,,,35.0763407,-119.3704334,612.04,,8.625,X52,ERW,1363
MFL,298,,,12934.53,12934.34,5570,ML EXT Cluster HAZ impact LS,U4.58,4.58,55.02,0.09,D993.79,3872.47,993.79,0.219,27,37,5.42,4.29,14,59.60,,1884,1726,2084,1953,2894,2712,35.0763407,-119.3704296,612.03,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,298,,,12935.84,12935.82,5571,ML Int,U5.89,5.89,53.71,1.02,D992.49,3873.77,992.49,0.219,10,20,0.27,0.27,162,59.60,,2264,2261,2264,2260,3144,3139,35.0763407,-119.3704253,612.02,,8.625,X52,ERW,1363
MFL,298,,,12935.99,12935.65,5572,ML EXT Cluster,U6.04,6.04,53.56,0.53,D992.33,3873.93,992.33,0.219,41,51,6.28,3.11,85,59.60,,1638,1463,2069,1943,2874,2698,35.0763407,-119.3704248,612.02,,8.625,X52,ERW,1363
MFL,298,,,12936.75,12936.74,5573,ML Int,U6.80,6.80,52.79,1.03,D991.57,3874.69,991.57,0.219,10,20,0.27,0.27,164,59.60,,2264,2261,2264,2260,3144,3139,35.0763406,-119.3704223,612.02,,8.625,X52,ERW,1363
MFL,298,,,12936.96,12936.94,5574,ML EXT Cluster HAZ impact LS,U7.01,7.01,52.59,0.01,D991.36,3874.90,991.36,0.219,12,22,0.67,2.24,1,59.60,,2250,2233,2246,2225,3120,3090,35.0763406,-119.3704216,612.01,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,298,,,12937.10,12937.02,5575,ML EXT Cluster,U7.15,7.15,52.44,1.36,D991.22,3875.04,991.22,0.219,12,22,1.10,1.62,217,59.60,,2228,2189,2233,2199,3102,3054,35.0763406,-119.3704211,612.01,,8.625,X52,ERW,1363
MFL,298,,,12937.17,12937.12,5576,ML EXT Cluster HAZ impact LS,U7.22,7.22,52.38,0.16,D991.15,3875.11,991.15,0.219,13,23,1.53,4.96,26,59.60,,2199,2138,2188,2114,3040,2935,35.0763406,-119.3704210,612.01,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,298,,,12937.39,12937.39,5577,ML EXT,U7.45,7.45,52.15,0.19,D990.93,3875.33,990.93,0.219,11,21,0.28,0.28,31,59.60,,2264,2261,2263,2260,3144,3138,35.0763406,-119.3704202,612.01,,8.625,X52,ERW,1363
MFL,298,,,12937.65,12937.25,5578,ML EXT Cluster HAZ impact LS,U7.70,7.70,51.90,1.94,D990.67,3875.59,990.67,0.219,11,21,5.77,2.68,309,59.60,,2115,1968,2165,2065,3007,2867,35.0763406,-119.3704194,612.01,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,298,,,12937.72,12937.71,5579,ML Int,U7.77,7.77,51.83,1.05,D990.60,3875.66,990.60,0.219,11,21,0.27,0.27,168,59.60,,2264,2261,2264,2260,3144,3138,35.0763406,-119.3704191,612.01,,8.625,X52,ERW,1363
MFL,298,,,12937.76,12937.75,5580,ML EXT,U7.81,7.81,51.78,1.55,D990.56,3875.70,990.56,0.219,13,23,0.28,0.28,247,59.60,,2263,2260,2263,2259,3143,3137,35.0763406,-119.3704189,612.01,,8.625,X52,ERW,1363
MFL,298,,,12937.82,12937.79,5581,ML EXT Cluster,U7.87,7.87,51.73,0.41,D990.50,3875.76,990.50,0.219,12,22,0.43,0.84,65,59.60,,2259,2252,2258,2249,3136,3123,35.0763406,-119.3704188,612.01,,8.625,X52,ERW,1363
MFL,298,,,12937.92,12937.90,5582,ML EXT Cluster,U7.97,7.97,51.63,1.46,D990.40,3875.86,990.40,0.219,12,22,0.94,1.14,232,59.60,,2236,2205,2230,2192,3097,3044,35.0763406,-119.3704184,612.01,,8.625,X52,ERW,1363
MFL,298,,,12939.15,12937.87,5583,ML EXT Cluster HAZ impact LS,U9.21,9.21,50.39,1.66,D989.17,3877.09,989.17,0.219,39,49,38.52,20.55,265,59.60,,1533,1342,1837,1641,2552,2280,35.0763406,-119.3704143,612.00,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,298,,,12939.42,12939.41,5584,ML Int,U9.47,9.47,50.13,1.02,D988.90,3877.36,988.90,0.219,11,21,0.27,0.27,162,59.60,,2264,2261,2264,2260,3144,3138,35.0763406,-119.3704135,612.00,,8.625,X52,ERW,1363
MFL,298,,,12939.88,12939.86,5585,ML Int,U9.93,9.93,49.67,1.00,D988.45,3877.81,988.45,0.219,16,26,0.27,0.27,160,59.60,,2263,2259,2262,2257,3141,3135,35.0763406,-119.3704119,611.99,,8.625,X52,ERW,1363
MFL,298,,,12940.54,12940.53,5586,ML EXT Cluster,U10.59,10.59,49.01,0.93,D987.78,3878.48,987.78,0.219,16,26,0.27,0.54,149,59.60,,2263,2259,2262,2257,3141,3135,35.0763406,-119.3704098,611.99,,8.625,X52,ERW,1363
MFL,298,,,12941.06,12941.05,5587,ML Int Cluster,U11.11,11.11,48.49,1.02,D987.26,3879.00,987.26,0.219,11,21,0.27,0.54,162,59.60,,2264,2261,2264,2260,3144,3138,35.0763406,-119.3704081,611.98,,8.625,X52,ERW,1363
MFL,298,,,12941.26,12941.25,5588,ML Int,U11.31,11.31,48.29,1.02,D987.06,3879.20,987.06,0.219,11,21,0.28,0.28,162,59.60,,2264,2261,2263,2260,3144,3138,35.0763406,-119.3704074,611.98,,8.625,X52,ERW,1363
MFL,298,,,12941.44,12941.42,5589,ML EXT HAZ impact LS,U11.49,11.49,48.11,2.15,D986.89,3879.37,986.89,0.219,11,21,0.28,0.28,342,59.60,,2264,2261,2263,2260,3144,3138,35.0763406,-119.3704068,611.98,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,298,,,12942.28,12942.27,5590,ML Int,U12.33,12.33,47.27,1.04,D986.04,3880.22,986.04,0.219,10,20,0.28,0.28,166,59.60,,2264,2261,2264,2260,3144,3139,35.0763406,-119.3704041,611.97,,8.625,X52,ERW,1363
MFL,298,,,12942.40,12942.39,5591,ML Int,U12.45,12.45,47.14,1.02,D985.92,3880.34,985.92,0.219,11,21,0.28,0.28,162,59.60,,2264,2261,2263,2260,3144,3138,35.0763406,-119.3704036,611.97,,8.625,X52,ERW,1363
MFL,298,,,12942.97,12942.95,5592,ML Int,U13.02,13.02,46.58,1.04,D985.35,3880.91,985.35,0.219,12,22,0.28,0.28,166,59.60,,2264,2261,2263,2259,3143,3138,35.0763406,-119.3704017,611.97,,8.625,X52,ERW,1363
MFL,298,,,12943.06,12943.04,5593,ML EXT Cluster HAZ impact LS,U13.11,13.11,46.49,1.66,D985.27,3880.99,985.27,0.219,13,23,0.86,1.76,265,59.60,,2238,2211,2232,2198,3100,3053,35.0763406,-119.3704014,611.97,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,298,,,12943.25,12943.24,5594,ML EXT,U13.30,13.30,46.30,0.21,D985.07,3881.19,985.07,0.219,15,25,0.27,0.27,33,59.60,,2263,2259,2262,2258,3142,3136,35.0763405,-119.3704009,611.97,,8.625,X52,ERW,1363
MFL,298,,,12943.26,12943.25,5595,ML EXT HAZ impact LS,U13.31,13.31,46.29,2.03,D985.06,3881.20,985.06,0.219,11,21,0.28,0.28,323,59.60,,2264,2261,2263,2260,3144,3138,35.0763405,-119.3704007,611.96,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,298,,,12943.29,12943.27,5596,ML Int,U13.34,13.34,46.26,1.03,D985.03,3881.23,985.03,0.219,11,21,0.28,0.28,164,59.60,,2264,2261,2263,2260,3144,3138,35.0763405,-119.3704007,611.96,,8.625,X52,ERW,1363
MFL,298,,,12943.52,12943.50,5597,ML EXT Cluster,U13.57,13.57,46.03,0.09,D984.80,3881.46,984.80,0.219,25,35,0.79,2.82,14,59.60,,2214,2185,2226,2194,3092,3048,35.0763405,-119.3703999,611.96,,8.625,X52,ERW,1363
MFL,298,,,12943.55,12943.54,5598,ML Int Cluster,U13.60,13.60,46.00,1.02,D984.77,3881.49,984.77,0.219,11,21,0.94,0.28,162,59.60,,2239,2209,2248,2229,3123,3096,35.0763405,-119.3703998,611.96,,8.625,X52,ERW,1363
MFL,298,,,12943.71,12943.70,5599,ML EXT HAZ impact LS,U13.76,13.76,45.84,1.71,D984.61,3881.65,984.61,0.219,12,22,0.27,0.27,272,59.60,,2264,2261,2263,2259,3143,3138,35.0763405,-119.3703993,611.96,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,298,,,12943.76,12943.74,5600,ML EXT HAZ impact LS,U13.81,13.81,45.79,2.18,D984.56,3881.70,984.56,0.219,15,25,0.27,0.27,347,59.60,,2263,2259,2262,2258,3142,3136,35.0763405,-119.3703991,611.96,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,298,,,12943.91,12943.90,5601,ML EXT HAZ impact LS,U13.96,13.96,45.64,2.06,D984.41,3881.85,984.41,0.219,11,21,0.28,0.28,329,59.60,,2264,2261,2263,2260,3144,3138,35.0763405,-119.3703985,611.96,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,298,,,12944.00,12943.93,5602,ML EXT Cluster,U14.05,14.05,45.55,0.36,D984.32,3881.94,984.32,0.219,12,22,2.20,2.55,57,59.60,,2174,2085,2197,2126,3051,2952,35.0763405,-119.3703983,611.96,,8.625,X52,ERW,1363
MFL,298,,,12944.17,12944.16,5603,ML EXT HAZ impact LS,U14.22,14.22,45.38,1.62,D984.15,3882.11,984.15,0.219,11,21,0.28,0.28,258,59.60,,2264,2261,2263,2260,3144,3138,35.0763405,-119.3703977,611.96,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,298,,,12944.31,12944.29,5604,ML EXT,U14.36,14.36,45.24,0.01,D984.01,3882.25,984.01,0.219,10,20,0.27,0.27,2,59.60,,2264,2261,2264,2260,3144,3139,35.0763405,-119.3703972,611.96,,8.625,X52,ERW,1363
MFL,298,,,12944.33,12944.32,5605,ML EXT,U14.38,14.38,45.22,0.36,D983.99,3882.27,983.99,0.219,10,20,0.27,0.27,57,59.60,,2264,2261,2264,2260,3144,3139,35.0763405,-119.3703972,611.96,,8.625,X52,ERW,1363
MFL,298,,,12944.88,12944.74,5606,ML EXT Cluster HAZ impact LS,U14.93,14.93,44.67,1.81,D983.44,3882.82,983.44,0.219,16,26,2.12,2.07,289,59.60,,2144,2055,2187,2126,3038,2953,35.0763405,-119.3703953,611.95,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,298,,,12945.35,12945.32,5607,ML EXT HAZ impact LS,U15.40,15.40,44.20,1.66,D982.97,3883.29,982.97,0.219,10,20,0.43,1.00,265,59.60,,2261,2253,2259,2250,3138,3125,35.0763405,-119.3703939,611.95,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
MFL,298,,,12947.03,12947.02,5608,ML Int Cluster,U17.08,17.08,42.51,1.03,D981.29,3884.97,981.29,0.219,11,21,1.14,0.54,165,59.60,,2229,2189,2247,2227,3121,3093,35.0763405,-119.3703883,611.93,,8.625,X52,ERW,1363
MFL,298,,,12949.08,12949.06,5609,ML EXT Cluster HAZ impact LS,U19.13,19.13,40.47,1.66,D979.24,3887.02,979.24,0.219,23,33,1.45,0.68,265,59.60,,2146,2079,2225,2198,3090,3053,35.0763405,-119.3703813,611.92,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),8.625,X52,ERW,1363
