ILI Tool,Pipe Joint Number,Approx. Milepost (miles),Adjstd Map Sta (ft) (CDS),Odometer (ft),Odometer Distance to Peak Depth (ft),Feature Number,Feature Description,Distance to Nearest Weld (ft),Distance to Upstream Weld (ft),Distance to Downstream Weld (ft),Distance to Nearest AGM (ft),Distance to Upstream AGM (ft),Distance to Downstream AGM (ft),WT (in),Max Depth (%),Length (in),Width (in),Oreintation (Degrees),Oreintation Peak Depth (Degrees),Pipe Length (ft),Long Seam Orient. (Degrees),0.85DL Safe MAOP Rating (psig),Eff. Area B31G of API579 Safe MAOP Rating (psig),Eff. Area B31G of API579 Burst Press. Rating (psig),Max Depth + Tolerance (%),0.85DL Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Burst Press. Rating + Tolerance (psig),Latitude NAD83,Longitude NAD83,Elevation Above Mean Sea Level NAVD88 (ft),Comments,Pipe Size (in),Pipe Grade ,Pipe Type,MOP (psi)
MFL,4250,3.640,192+20,19343.96,19343.97,5868,ML Int ,D11.69,47.27,11.69,U707.61,707.61,1246.24,0.219,11,0.23,0.23,198,200,58.96,,2265,2264,3145,21,2262,2262,3141,35.0763160,-119.3492355,556.35,,8.625,X52,ERW,1363
MFL,4250,3.640,192+21,19344.50,19344.51,5869,ML Int ,D11.15,47.81,11.15,U708.15,708.15,1245.70,0.219,14,0.23,0.25,196,198,58.96,,2264,2264,3144,24,2262,2260,3140,35.0763162,-119.3492337,556.35,,8.625,X52,ERW,1363
MFL,4250,3.641,192+22,19345.10,19345.11,5870,ML Int ,D10.55,48.41,10.55,U708.75,708.75,1245.11,0.219,11,0.23,0.23,200,202,58.96,,2265,2264,3145,21,2262,2262,3141,35.0763164,-119.3492318,556.36,,8.625,X52,ERW,1363
MFL,4250,3.641,192+22,19345.24,19345.24,5871,ML Int ,D10.42,48.54,10.42,U708.88,708.88,1244.97,0.219,11,0.23,0.23,200,202,58.96,,2265,2264,3145,21,2263,2262,3141,35.0763165,-119.3492313,556.36,,8.625,X52,ERW,1363
MFL,4250,3.641,192+22,19345.83,19345.84,5872,ML Int Cluster,D9.83,49.13,9.83,U709.47,709.47,1244.38,0.219,12,0.98,0.77,192,194,58.96,,2234,2250,3125,22,2202,2234,3103,35.0763167,-119.3492294,556.36,,8.625,X52,ERW,1363
MFL,4250,3.641,192+23,19346.57,19346.58,5873,ML Int ,D9.09,49.87,9.09,U710.21,710.21,1243.64,0.219,12,0.23,0.27,198,200,58.96,,2265,2264,3145,22,2262,2261,3141,35.0763169,-119.3492270,556.36,,8.625,X52,ERW,1363
MFL,4250,3.641,192+23,19346.70,19346.71,5874,ML Int ,D8.95,50.01,8.95,U710.35,710.35,1243.51,0.219,12,0.23,0.23,200,202,58.96,,2265,2264,3145,22,2262,2261,3141,35.0763170,-119.3492265,556.36,,8.625,X52,ERW,1363
MFL,4250,3.641,192+24,19347.48,19347.49,5875,ML Int ,D8.17,50.79,8.17,U711.13,711.13,1242.72,0.219,12,0.23,0.23,198,200,58.96,,2265,2264,3145,22,2262,2261,3141,35.0763173,-119.3492239,556.36,,8.625,X52,ERW,1363
MFL,4250,3.641,192+24,19347.88,19347.89,5876,ML Int ,D7.78,51.18,7.78,U711.52,711.52,1242.33,0.219,11,0.23,0.23,198,200,58.96,,2265,2264,3145,21,2262,2262,3141,35.0763174,-119.3492226,556.36,,8.625,X52,ERW,1363
MFL,4250,3.641,192+25,19348.34,19348.34,5877,ML Int ,D7.32,51.64,7.32,U711.98,711.98,1241.87,0.219,14,0.23,0.37,198,200,58.96,,2264,2264,3144,24,2262,2260,3140,35.0763176,-119.3492211,556.36,,8.625,X52,ERW,1363
MFL,4250,3.641,192+25,19348.69,19348.70,5878,ML Int ,D6.96,52.00,6.96,U712.34,712.34,1241.52,0.219,17,0.23,0.26,198,200,58.96,,2263,2263,3143,27,2261,2259,3138,35.0763177,-119.3492200,556.36,,8.625,X52,ERW,1363
MFL,4250,3.641,192+26,19349.29,19349.30,5879,ML Int ,D6.36,52.60,6.36,U712.94,712.94,1240.92,0.219,10,0.23,0.80,192,192,58.96,,2265,2265,3145,20,2263,2262,3141,35.0763179,-119.3492180,556.37,,8.625,X52,ERW,1363
MFL,4250,3.641,192+27,19350.61,19350.62,5880,ML Int Cluster,D5.05,53.91,5.05,U714.25,714.25,1239.60,0.219,13,0.98,0.40,198,202,58.96,,2231,2249,3124,23,2198,2233,3101,35.0763184,-119.3492137,556.37,,8.625,X52,ERW,1363
MFL,4250,3.642,192+31,19354.05,19354.11,5881,ML Int Cluster,D1.60,57.35,1.60,U717.69,717.69,1236.16,0.219,14,0.90,0.36,196,198,58.96,,2233,2249,3123,24,2204,2233,3101,35.0763196,-119.3492023,556.38,,8.625,X52,ERW,1363
MFL,4260,3.642,192+32,19355.65,,5882,Weld,U58.96,58.96,59.41,U719.30,719.30,1234.55,0.219,,,,,,59.41,30,,,,,,,,35.0763201,-119.3491971,556.38,,8.625,X52,ERW,1363
MFL,4260,3.642,192+32,19355.88,19355.88,5883,ML Int ,U0.23,0.23,59.19,U719.52,719.52,1234.33,0.219,14,0.20,0.17,201,202,59.41,,2265,2265,3145,24,2263,2262,3142,35.0763202,-119.3491963,556.38,,8.625,X52,ERW,1363
MFL,4260,3.643,192+34,19357.21,19357.22,5884,ML Int Cluster,U1.55,1.55,57.86,U720.85,720.85,1233.00,0.219,11,2.39,0.38,196,198,59.41,,2175,2237,3107,21,2082,2208,3067,35.0763207,-119.3491920,556.38,,8.625,X52,ERW,1363
MFL,4260,3.644,192+38,19361.10,19361.11,5885,ML Int ,U5.44,5.44,53.97,U724.74,724.74,1229.11,0.219,10,0.23,0.40,196,198,59.41,,2265,2265,3145,20,2263,2262,3141,35.0763221,-119.3491792,556.39,,8.625,X52,ERW,1363
MFL,4260,3.645,192+43,19366.90,19366.91,5886,ML Int ,U11.24,11.24,48.17,U730.54,730.54,1223.31,0.219,11,0.23,0.22,200,202,59.41,,2265,2264,3145,21,2262,2262,3141,35.0763241,-119.3491601,556.38,,8.625,X52,ERW,1363
MFL,4260,3.645,192+44,19367.64,19367.65,5887,ML Int ,U11.99,11.99,47.43,U731.28,731.28,1222.57,0.219,11,0.23,0.22,200,202,59.41,,2265,2264,3145,21,2263,2262,3141,35.0763243,-119.3491576,556.37,,8.625,X52,ERW,1363
MFL,4260,3.645,192+44,19367.80,19367.81,5888,ML Int ,U12.14,12.14,47.27,U731.44,731.44,1222.41,0.219,10,0.23,0.22,200,202,59.41,,2265,2265,3145,20,2263,2262,3141,35.0763244,-119.3491571,556.37,,8.625,X52,ERW,1363
MFL,4260,3.645,192+44,19367.93,19367.99,5889,ML Int Cluster,U12.28,12.28,47.13,U731.58,731.58,1222.27,0.219,22,0.86,0.40,200,204,59.41,,2214,2229,3096,32,2182,2200,3055,35.0763244,-119.3491567,556.37,,8.625,X52,ERW,1363
MFL,4260,3.645,192+45,19368.32,19368.33,5890,ML Int ,U12.67,12.67,46.75,U731.97,731.97,1221.89,0.219,10,0.23,0.22,198,200,59.41,,2265,2265,3145,20,2263,2262,3141,35.0763246,-119.3491554,556.36,,8.625,X52,ERW,1363
MFL,4260,3.645,192+46,19369.39,19369.40,5891,ML Int ,U13.74,13.74,45.68,U733.04,733.04,1220.82,0.219,11,0.23,0.22,198,200,59.41,,2265,2264,3145,21,2262,2262,3141,35.0763249,-119.3491519,556.35,,8.625,X52,ERW,1363
MFL,4260,3.645,192+47,19370.13,19370.14,5892,ML Int ,U14.48,14.48,44.94,U733.78,733.78,1220.08,0.219,11,0.23,0.22,200,202,59.41,,2265,2264,3145,21,2262,2262,3141,35.0763252,-119.3491494,556.34,,8.625,X52,ERW,1363
MFL,4260,3.645,192+47,19370.26,19370.26,5893,ML Int Cluster,U14.61,14.61,44.81,U733.90,733.90,1219.95,0.219,10,1.17,0.35,198,200,59.41,,2231,2251,3126,20,2190,2234,3102,35.0763252,-119.3491490,556.34,,8.625,X52,ERW,1363
MFL,4260,3.645,192+47,19370.50,19370.51,5894,ML Int ,U14.84,14.84,44.57,U734.14,734.14,1219.71,0.219,11,0.23,0.22,198,200,59.41,,2265,2264,3145,21,2262,2262,3141,35.0763253,-119.3491482,556.34,,8.625,X52,ERW,1363
MFL,4260,3.645,192+48,19371.27,19371.28,5895,ML Int ,U15.62,15.62,43.80,U734.91,734.91,1218.94,0.219,10,0.23,0.22,200,202,59.41,,2265,2265,3145,20,2263,2262,3141,35.0763256,-119.3491457,556.33,,8.625,X52,ERW,1363
MFL,4260,3.646,192+49,19372.72,19372.73,5896,ML Int ,U17.07,17.07,42.35,U736.36,736.36,1217.49,0.219,11,0.23,0.22,198,200,59.41,,2265,2264,3145,21,2262,2262,3141,35.0763261,-119.3491409,556.31,,8.625,X52,ERW,1363
MFL,4260,3.646,192+50,19373.45,19373.54,5897,ML Int Cluster,U17.80,17.80,41.62,U737.09,737.09,1216.76,0.219,11,1.17,0.35,198,202,59.41,,2228,2245,3117,21,2186,2221,3084,35.0763263,-119.3491385,556.31,,8.625,X52,ERW,1363
MFL,4260,3.646,192+50,19373.73,19373.74,5898,ML Int ,U18.08,18.08,41.34,U737.37,737.37,1216.48,0.219,11,0.23,0.24,198,200,59.41,,2265,2264,3145,21,2262,2262,3141,35.0763264,-119.3491376,556.30,,8.625,X52,ERW,1363
MFL,4260,3.646,192+51,19374.60,19374.60,5899,ML Int ,U18.95,18.95,40.47,U738.25,738.25,1215.61,0.219,12,0.16,0.22,200,202,59.41,,2266,2266,3147,22,2265,2264,3145,35.0763267,-119.3491347,556.29,,8.625,X52,ERW,1363
MFL,4260,3.646,192+53,19376.78,19376.79,5900,ML Int ,U21.13,21.13,38.28,U740.43,740.43,1213.42,0.219,17,0.16,0.26,199,200,59.41,,2265,2265,3146,27,2264,2264,3144,35.0763275,-119.3491276,556.21,,8.625,X52,ERW,1363
MFL,4260,3.647,192+55,19379.02,19379.03,5901,ML Int ,U23.37,23.37,36.05,U742.67,742.67,1211.19,0.219,10,0.23,0.22,196,198,59.41,,2265,2265,3145,20,2263,2262,3141,35.0763282,-119.3491202,556.13,,8.625,X52,ERW,1363
MFL,4260,3.647,192+56,19379.74,19379.76,5902,ML Int ,U24.09,24.09,35.32,U743.39,743.39,1210.46,0.219,10,0.23,0.40,196,198,59.41,,2265,2265,3145,20,2263,2262,3141,35.0763284,-119.3491178,556.11,,8.625,X52,ERW,1363
MFL,4260,3.648,192+63,19386.79,19386.79,5903,ML Int ,D28.28,31.14,28.28,U750.43,750.43,1203.42,0.219,14,0.16,0.21,198,200,59.41,,2266,2265,3146,24,2265,2264,3145,35.0763308,-119.3490946,555.86,,8.625,X52,ERW,1363
MFL,4260,3.651,192+78,19401.67,19401.68,5904,ML Int ,D13.40,46.01,13.40,U765.31,765.31,1188.54,0.219,11,0.23,0.48,194,200,59.41,,2265,2264,3145,21,2262,2262,3141,35.0763357,-119.3490456,555.35,,8.625,X52,ERW,1363
MFL,4260,3.653,192+87,19411.12,19411.13,5905,ML Int ,D3.95,55.47,3.95,U774.76,774.76,1179.09,0.219,13,0.23,0.22,198,200,59.41,,2264,2264,3144,23,2262,2261,3140,35.0763388,-119.3490145,555.04,,8.625,X52,ERW,1363
MFL,4260,3.653,192+89,19412.95,19412.96,5906,ML Int ,D2.12,57.29,2.12,U776.59,776.59,1177.26,0.219,11,0.23,0.22,196,198,59.41,,2265,2264,3145,21,2263,2262,3141,35.0763394,-119.3490085,555.00,,8.625,X52,ERW,1363
MFL,4270,3.654,192+91,19415.07,,5907,Weld,D58.53,59.41,58.53,U778.71,778.71,1175.14,0.219,,,,,,58.53,320,,,,,,,,35.0763401,-119.3490015,554.94,,8.625,X52,ERW,1363
MFL,4270,3.656,193+04,19427.94,19428.09,5908,ML Ext Cluster,U12.87,12.87,45.66,U791.58,791.58,1162.27,0.219,50,8.84,9.54,0,102,58.53,,1436,1687,2343,60,1249,1489,2068,35.0763443,-119.3489591,554.63,,8.625,X52,ERW,1363
MFL,4270,3.656,193+05,19428.82,19428.93,5909,ML Ext Cluster,U13.76,13.76,44.78,U792.47,792.47,1161.38,0.219,37,2.39,1.98,67,76,58.53,,1909,2085,2895,47,1782,2010,2791,35.0763446,-119.3489562,554.61,,8.625,X52,ERW,1363
MFL,4270,3.656,193+05,19428.90,19428.91,5910,ML Ext Cluster,U13.83,13.83,44.71,U792.54,792.54,1161.31,0.219,35,2.66,1.66,25,44,58.53,,1904,2104,2922,45,1773,2034,2825,35.0763446,-119.3489560,554.61,,8.625,X52,ERW,1363
MFL,4270,3.656,193+05,19428.94,19428.95,5911,ML Int ,U13.87,13.87,44.66,U792.59,792.59,1161.27,0.219,11,0.20,0.27,198,198,58.53,,2265,2265,3146,21,2264,2263,3143,35.0763446,-119.3489558,554.60,,8.625,X52,ERW,1363
MFL,4270,3.656,193+06,19429.25,19429.27,5912,ML Ext Cluster,U14.19,14.19,44.35,U792.90,792.90,1160.95,0.219,29,3.21,1.93,2,27,58.53,,1938,2139,2970,39,1803,2048,2845,35.0763447,-119.3489548,554.60,,8.625,X52,ERW,1363
MFL,4270,3.656,193+06,19429.34,19429.36,5913,ML Ext ,U14.28,14.28,44.26,U792.99,792.99,1160.87,0.219,13,0.35,0.48,54,54,58.53,,2261,2260,3139,23,2256,2253,3130,35.0763448,-119.3489545,554.59,,8.625,X52,ERW,1363
MFL,4270,3.656,193+06,19429.50,19430.25,5914,ML Ext Cluster,U14.43,14.43,44.10,U793.14,793.14,1160.71,0.219,30,12.01,3.97,20,66,58.53,,1767,2026,2814,40,1590,1875,2605,35.0763448,-119.3489540,554.59,,8.625,X52,ERW,1363
MFL,4270,3.657,193+07,19430.30,19430.41,5915,ML Int Cluster,U15.24,15.24,43.30,U793.95,793.95,1159.90,0.219,14,1.37,0.43,192,194,58.53,,2203,2245,3118,24,2149,2225,3090,35.0763451,-119.3489513,554.57,,8.625,X52,ERW,1363
MFL,4270,3.657,193+07,19430.57,19430.67,5916,ML Ext Cluster,U15.51,15.51,43.03,U794.22,794.22,1159.63,0.219,16,1.33,1.13,74,76,58.53,,2196,2223,3088,26,2142,2183,3031,35.0763452,-119.3489504,554.56,,8.625,X52,ERW,1363
MFL,4270,3.657,193+07,19430.60,19430.63,5917,ML Ext Cluster,U15.54,15.54,43.00,U794.25,794.25,1159.60,0.219,21,1.17,1.18,29,40,58.53,,2186,2214,3074,31,2136,2172,3017,35.0763452,-119.3489503,554.56,,8.625,X52,ERW,1363
MFL,4270,3.657,193+07,19430.80,19431.03,5918,ML Ext Cluster,U15.74,15.74,42.80,U794.45,794.45,1159.41,0.219,30,2.89,2.08,36,44,58.53,,1946,2118,2942,40,1817,2025,2812,35.0763452,-119.3489497,554.56,,8.625,X52,ERW,1363
MFL,4270,3.657,193+07,19430.98,19431.01,5919,ML Int ,U15.91,15.91,42.63,U794.62,794.62,1159.23,0.219,11,0.39,0.32,194,196,58.53,,2261,2260,3139,21,2255,2252,3128,35.0763453,-119.3489491,554.55,,8.625,X52,ERW,1363
MFL,4270,3.657,193+07,19431.12,19431.13,5920,ML Int ,U16.05,16.05,42.49,U794.76,794.76,1159.09,0.219,11,0.20,0.21,192,192,58.53,,2265,2265,3146,21,2264,2263,3143,35.0763453,-119.3489487,554.55,,8.625,X52,ERW,1363
MFL,4270,3.657,193+07,19431.13,19431.20,5921,ML Ext Cluster,U16.07,16.07,42.47,U794.78,794.78,1159.08,0.219,33,1.80,4.22,31,84,58.53,,2027,2038,2831,43,1929,1956,2717,35.0763454,-119.3489486,554.55,,8.625,X52,ERW,1363
MFL,4270,3.657,193+08,19431.25,19431.27,5922,ML Int ,U16.18,16.18,42.35,U794.89,794.89,1158.96,0.219,14,0.39,0.43,196,198,58.53,,2259,2258,3136,24,2253,2250,3124,35.0763454,-119.3489482,554.55,,8.625,X52,ERW,1363
MFL,4270,3.657,193+08,19431.39,19431.51,5923,ML Ext Cluster,U16.32,16.32,42.21,U795.03,795.03,1158.82,0.219,29,5.40,2.20,48,64,58.53,,1854,2118,2941,39,1694,2018,2803,35.0763454,-119.3489478,554.54,,8.625,X52,ERW,1363
MFL,4270,3.657,193+08,19431.97,19431.98,5924,ML Ext ,U16.90,16.90,41.63,U795.61,795.61,1158.24,0.219,20,0.31,0.40,62,64,58.53,,2260,2258,3136,30,2255,2252,3127,35.0763456,-119.3489458,554.53,,8.625,X52,ERW,1363
MFL,4270,3.657,193+08,19432.00,19432.01,5925,ML Int ,U16.93,16.93,41.60,U795.64,795.64,1158.21,0.219,18,0.20,0.20,194,194,58.53,,2264,2264,3144,28,2262,2261,3141,35.0763456,-119.3489458,554.53,,8.625,X52,ERW,1363
MFL,4270,3.657,193+08,19432.08,19432.44,5926,ML Ext Cluster,U17.02,17.02,41.52,U795.73,795.73,1158.12,0.219,44,6.65,3.74,38,74,58.53,,1578,1951,2710,53,1421,1870,2597,35.0763457,-119.3489455,554.53,,8.625,X52,ERW,1363
MFL,4270,3.657,193+09,19432.64,19432.64,5927,ML Int ,U17.57,17.57,40.97,U796.28,796.28,1157.57,0.219,15,0.16,0.27,195,196,58.53,,2266,2265,3146,25,2264,2264,3144,35.0763458,-119.3489437,554.51,,8.625,X52,ERW,1363
MFL,4270,3.657,193+09,19432.78,19433.70,5928,ML Ext Cluster,U17.71,17.71,40.83,U796.42,796.42,1157.43,0.219,70,26.44,8.28,6,108,58.53,,956,1523,2115,80,,,1812,35.0763459,-119.3489432,554.51,,8.625,X52,ERW,1363
MFL,4270,3.657,193+09,19432.90,19432.91,5929,ML Int ,U17.83,17.83,40.70,U796.54,796.54,1157.31,0.219,20,0.16,0.32,198,200,58.53,,2265,2265,3145,30,2264,2263,3143,35.0763459,-119.3489428,554.51,,8.625,X52,ERW,1363
MFL,4270,3.657,193+09,19433.02,19433.02,5930,ML Int Cluster,U17.95,17.95,40.58,U796.66,796.66,1157.19,0.219,12,1.06,0.27,198,198,58.53,,2230,2255,3132,22,2194,2244,3117,35.0763460,-119.3489424,554.50,,8.625,X52,ERW,1363
MFL,4270,3.657,193+10,19433.32,19433.33,5931,ML Int ,U18.26,18.26,40.28,U796.97,796.97,1156.89,0.219,10,0.20,0.21,198,198,58.53,,2266,2265,3146,20,2264,2263,3144,35.0763461,-119.3489414,554.50,,8.625,X52,ERW,1363
MFL,4270,3.657,193+10,19433.92,19434.05,5932,ML Ext Cluster,U18.86,18.86,39.68,U797.57,797.57,1156.29,0.219,14,1.72,0.74,4,8,58.53,,2182,2218,3081,24,2111,2177,3023,35.0763463,-119.3489394,554.48,,8.625,X52,ERW,1363
MFL,4270,3.657,193+11,19434.99,19435.00,5933,ML Int ,U19.92,19.92,38.61,U798.64,798.64,1155.22,0.219,19,0.16,0.27,198,200,58.53,,2265,2265,3146,29,2264,2263,3143,35.0763466,-119.3489359,554.47,,8.625,X52,ERW,1363
MFL,4270,3.657,193+11,19435.16,19435.25,5934,ML Int Cluster,U20.09,20.09,38.44,U798.80,798.80,1155.05,0.219,11,1.21,0.43,198,200,58.53,,2226,2244,3116,21,2182,2220,3083,35.0763467,-119.3489353,554.47,,8.625,X52,ERW,1363
MFL,4270,3.658,193+12,19435.46,19435.47,5935,ML Int ,U20.39,20.39,38.14,U799.10,799.10,1154.75,0.219,11,0.27,0.21,199,198,58.53,,2264,2264,3144,21,2261,2260,3138,35.0763468,-119.3489344,554.47,,8.625,X52,ERW,1363
MFL,4270,3.658,193+12,19435.57,19435.58,5936,ML Ext ,U20.50,20.50,38.04,U799.21,799.21,1154.64,0.219,11,0.63,0.54,134,138,58.53,,2253,2250,3126,21,2238,2232,3100,35.0763468,-119.3489340,554.46,,8.625,X52,ERW,1363
MFL,4270,3.658,193+12,19435.70,19435.71,5937,ML Int ,U20.63,20.63,37.91,U799.34,799.34,1154.51,0.219,13,0.23,0.38,196,196,58.53,,2264,2264,3144,23,2262,2261,3140,35.0763468,-119.3489336,554.46,,8.625,X52,ERW,1363
MFL,4270,3.658,193+12,19435.86,19436.19,5938,ML Ext Cluster,U20.79,20.79,37.75,U799.50,799.50,1154.35,0.219,56,4.26,2.41,114,134,58.53,,1455,2028,2817,66,1270,1942,2697,35.0763469,-119.3489330,554.46,,8.625,X52,ERW,1363
MFL,4270,3.658,193+13,19436.71,19436.85,5939,ML Ext Cluster,U21.64,21.64,36.89,U800.35,800.35,1153.50,0.219,70,26.05,14.96,34,87,58.53,,957,1404,1950,80,,,1672,35.0763472,-119.3489302,554.45,,8.625,X52,ERW,1363
MFL,4270,3.658,193+13,19436.88,19436.95,5940,ML Ext Cluster,U21.82,21.82,36.72,U800.53,800.53,1153.33,0.219,14,2.50,2.08,183,209,58.53,,2143,2161,3001,24,2043,2073,2879,35.0763472,-119.3489297,554.45,,8.625,X52,ERW,1363
MFL,4270,3.658,193+15,19438.71,19438.73,5941,ML Ext ,U23.64,23.64,34.89,U802.36,802.36,1151.50,0.219,14,0.39,0.43,248,248,58.53,,2259,2258,3136,24,2253,2250,3124,35.0763478,-119.3489236,554.44,,8.625,X52,ERW,1363
MFL,4270,3.658,193+15,19439.09,19439.10,5942,ML Int Cluster,U24.03,24.03,34.51,U802.74,802.74,1151.12,0.219,14,0.39,0.43,199,200,58.53,,2259,2262,3142,24,2253,2257,3135,35.0763480,-119.3489224,554.43,,8.625,X52,ERW,1363
MFL,4270,3.658,193+15,19439.21,19439.23,5943,ML Int ,U24.15,24.15,34.39,U802.86,802.86,1150.99,0.219,10,0.27,0.38,198,200,58.53,,2264,2264,3144,20,2261,2260,3139,35.0763480,-119.3489220,554.43,,8.625,X52,ERW,1363
MFL,4270,3.658,193+16,19439.31,19439.32,5944,ML Ext ,U24.24,24.24,34.29,U802.95,802.95,1150.90,0.219,18,0.31,0.49,106,110,58.53,,2260,2259,3138,28,2256,2253,3129,35.0763480,-119.3489217,554.43,,8.625,X52,ERW,1363
MFL,4270,3.658,193+16,19439.46,19439.48,5945,ML Int ,U24.40,24.40,34.14,U803.11,803.11,1150.74,0.219,11,0.23,0.27,196,196,58.53,,2265,2264,3145,21,2262,2262,3141,35.0763481,-119.3489212,554.43,,8.625,X52,ERW,1363
MFL,4270,3.658,193+16,19439.61,19439.62,5946,ML Int Cluster,U24.54,24.54,33.99,U803.26,803.26,1150.60,0.219,15,0.51,0.54,198,196,58.53,,2254,2251,3126,25,2243,2237,3107,35.0763481,-119.3489207,554.43,,8.625,X52,ERW,1363
MFL,4270,3.659,193+18,19441.82,19441.94,5947,ML Ext Cluster,U26.76,26.76,31.78,U805.47,805.47,1148.38,0.219,66,2.35,3.08,100,114,58.53,,1497,1757,2441,76,1307,1580,2195,35.0763489,-119.3489134,554.41,,8.625,X52,ERW,1363
MFL,4270,3.659,193+18,19442.06,19442.13,5948,ML Ext Cluster,U27.00,27.00,31.54,U805.71,805.71,1148.15,0.219,10,0.98,0.75,148,156,58.53,,2240,2245,3117,20,2209,2219,3082,35.0763489,-119.3489126,554.41,,8.625,X52,ERW,1363
MFL,4270,3.659,193+18,19442.23,19442.24,5949,ML Int Cluster,U27.16,27.16,31.37,U805.87,805.87,1147.98,0.219,13,0.51,0.54,194,200,58.53,,2256,2259,3137,23,2245,2251,3126,35.0763490,-119.3489121,554.40,,8.625,X52,ERW,1363
MFL,4270,3.659,193+19,19442.30,19442.37,5950,ML Ext Cluster,U27.23,27.23,31.30,U805.94,805.94,1147.91,0.219,10,1.17,1.13,142,144,58.53,,2231,2225,3090,20,2190,2174,3019,35.0763490,-119.3489118,554.40,,8.625,X52,ERW,1363
MFL,4270,3.659,193+19,19442.91,19442.92,5951,ML Int ,U27.84,27.84,30.69,U806.55,806.55,1147.30,0.219,11,0.20,0.21,200,200,58.53,,2265,2265,3146,21,2264,2263,3143,35.0763492,-119.3489098,554.40,,8.625,X52,ERW,1363
MFL,4270,3.659,193+20,19443.28,19443.29,5952,ML Ext Cluster,U28.21,28.21,30.33,U806.92,806.92,1146.93,0.219,28,1.60,2.14,144,158,58.53,,2094,2148,2983,38,2013,2084,2895,35.0763493,-119.3489086,554.39,,8.625,X52,ERW,1363
MFL,4270,3.659,193+21,19444.44,19444.45,5953,ML Int ,D29.16,29.37,29.16,U808.08,808.08,1145.77,0.219,14,0.16,0.27,195,194,58.53,,2266,2265,3146,24,2265,2264,3145,35.0763497,-119.3489048,554.38,,8.625,X52,ERW,1363
MFL,4270,3.659,193+21,19445.21,19445.22,5954,ML Int ,D28.39,30.15,28.39,U808.86,808.86,1144.99,0.219,11,0.23,0.21,201,202,58.53,,2265,2264,3145,21,2263,2262,3141,35.0763500,-119.3489022,554.38,,8.625,X52,ERW,1363
MFL,4270,3.659,193+22,19446.12,19446.13,5955,ML Int ,D27.48,31.05,27.48,U809.77,809.77,1144.09,0.219,13,0.16,0.27,196,196,58.53,,2266,2266,3147,23,2265,2264,3145,35.0763503,-119.3488992,554.37,,8.625,X52,ERW,1363
MFL,4270,3.660,193+23,19446.90,19446.91,5956,ML Int ,D26.70,31.84,26.70,U810.55,810.55,1143.31,0.219,10,0.20,0.32,199,200,58.53,,2266,2265,3146,20,2264,2263,3144,35.0763505,-119.3488967,554.36,,8.625,X52,ERW,1363
MFL,4270,3.660,193+23,19447.14,19447.15,5957,ML Int ,D26.46,32.07,26.46,U810.79,810.79,1143.07,0.219,12,0.20,0.27,194,194,58.53,,2265,2265,3146,22,2264,2263,3143,35.0763506,-119.3488959,554.36,,8.625,X52,ERW,1363
MFL,4270,3.660,193+24,19447.38,19447.39,5958,ML Int ,D26.22,32.31,26.22,U811.02,811.02,1142.83,0.219,11,0.20,0.32,199,200,58.53,,2265,2265,3146,21,2264,2263,3143,35.0763507,-119.3488951,554.36,,8.625,X52,ERW,1363
MFL,4270,3.660,193+24,19447.55,19447.56,5959,ML Int ,D26.05,32.49,26.05,U811.20,811.20,1142.65,0.219,11,0.20,0.21,200,200,58.53,,2265,2265,3146,21,2264,2263,3143,35.0763507,-119.3488945,554.35,,8.625,X52,ERW,1363
MFL,4270,3.660,193+24,19447.69,19447.76,5960,ML Int Cluster,D25.91,32.62,25.91,U811.34,811.34,1142.52,0.219,11,1.02,0.43,198,198,58.53,,2235,2249,3124,21,2201,2231,3099,35.0763508,-119.3488941,554.35,,8.625,X52,ERW,1363
MFL,4270,3.660,193+24,19448.09,19448.10,5961,ML Int ,D25.51,33.03,25.51,U811.74,811.74,1142.12,0.219,11,0.23,0.27,201,202,58.53,,2265,2264,3145,21,2262,2262,3141,35.0763509,-119.3488928,554.35,,8.625,X52,ERW,1363
MFL,4270,3.660,193+25,19448.38,19448.39,5962,ML Int Cluster,D25.22,33.32,25.22,U812.03,812.03,1141.83,0.219,12,1.10,0.54,196,200,58.53,,2228,2246,3119,22,2189,2226,3091,35.0763510,-119.3488918,554.35,,8.625,X52,ERW,1363
MFL,4270,3.660,193+25,19448.58,19448.59,5963,ML Int ,D25.02,33.52,25.02,U812.23,812.23,1141.62,0.219,16,0.23,0.27,196,196,58.53,,2264,2263,3143,26,2261,2260,3139,35.0763511,-119.3488911,554.35,,8.625,X52,ERW,1363
MFL,4270,3.660,193+26,19450.15,19450.16,5964,ML Int ,D23.45,35.08,23.45,U813.79,813.79,1140.06,0.219,12,0.20,0.27,200,200,58.53,,2265,2265,3146,22,2264,2263,3143,35.0763516,-119.3488860,554.33,,8.625,X52,ERW,1363
MFL,4270,3.660,193+27,19450.43,19450.44,5965,ML Int ,D23.17,35.36,23.17,U814.07,814.07,1139.78,0.219,16,0.16,0.27,200,202,58.53,,2265,2265,3146,26,2264,2264,3144,35.0763517,-119.3488851,554.33,,8.625,X52,ERW,1363
