BHIIdentifier,PipelineFeature,INTEXTIDOD,Odometerft,DistancetoNextPipelineFeatureft,WTin,PipeGradepsi,PipeDescription,PipeDiameterin,MOPpsi,Depth,Depthin,Lengthin,Widthin,OClockOrientationhhmm,mB31GBurstpsi,ERF,EffDepth,EffLengthin,EffAreaBurstpsi,UpstreamUSReferenceName,DistanceToUSReferenceft,DownstreamDSReferenceName,DistanceFromDSReferenceft,DistancetoUSWeldft,DistancetoDSWeldft,Length2ndUSJointft,LengthUSJointft,LengthDefectJointft,DefectJointNumber,LengthDSJointft,Length2ndDSJointft,XYZInformationNAD83Latitude,XYZInformationNAD83Longitude,XYZInformationNAVD88Elevationft,Comments
GWD 10060,Girth Weld,,31945.83,0.69,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,944.63,AGM 11,1733.06,22.00,1.50,22.94,22.00,1.50,10060,5.05,1.53,33.7511168,-118.0069023,38.55,
BND 84,Bend,,31946.53,0.81,0.280,42000,ERW,8.625,728,,,24.755,,,,,,,,AGM 10,945.32,AGM 11,1732.37,0.69,0.81,22.94,22.00,1.50,10060,5.05,1.53,33.7511186,-118.0069028,38.49,3.0D 48.7 deg left turn over bend
GWD 10070,Girth Weld,,31947.33,5.05,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,946.13,AGM 11,1731.57,1.50,5.05,22.00,1.50,5.05,10070,1.53,44.12,33.7511205,-118.0069042,38.33,
GWD 10080,Girth Weld,,31952.38,0.84,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,951.17,AGM 11,1726.52,5.05,1.53,1.50,5.05,1.53,10080,44.12,26.13,33.7511297,-118.0069161,37.08,
BND 85,Bend,,31953.22,0.69,0.280,42000,ERW,8.625,728,,,25.946,,,,,,,,AGM 10,952.02,AGM 11,1725.68,0.84,0.69,1.50,5.05,1.53,10080,44.12,26.13,33.7511315,-118.0069176,36.92,3.0D 47.8 deg right turn sag bend
GWD 10090,Girth Weld,,31953.91,44.12,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,952.71,AGM 11,1724.98,1.53,44.12,5.05,1.53,44.12,10090,26.13,35.37,33.7511333,-118.0069183,36.85,
GWD 10100,Girth Weld,,31998.03,26.13,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,996.82,AGM 11,1680.87,44.12,26.13,1.53,44.12,26.13,10100,35.37,42.67,33.7512545,-118.0069224,36.87,
GWD 10110,Girth Weld,,32024.16,35.37,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1022.96,AGM 11,1654.73,26.13,35.37,44.12,26.13,35.37,10110,42.67,38.43,33.7513263,-118.0069235,36.39,
GWD 10120,Girth Weld,,32059.53,42.67,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1058.32,AGM 11,1619.37,35.37,42.67,26.13,35.37,42.67,10120,38.43,42.31,33.7514235,-118.0069250,36.78,
GWD 10130,Girth Weld,,32102.20,38.43,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1100.99,AGM 11,1576.70,42.67,38.43,35.37,42.67,38.43,10130,42.31,10.04,33.7515406,-118.0069258,37.70,
GWD 10140,Girth Weld,,32140.63,42.31,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1139.42,AGM 11,1538.27,38.43,42.31,42.67,38.43,42.31,10140,10.04,36.00,33.7516462,-118.0069233,37.65,
GWD 10150,Girth Weld,,32182.94,10.04,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1181.74,AGM 11,1495.95,42.31,10.04,38.43,42.31,10.04,10150,36.00,46.16,33.7517625,-118.0069193,37.63,
GWD 10160,Girth Weld,,32192.98,36.00,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1191.78,AGM 11,1485.91,10.04,36.00,42.31,10.04,36.00,10160,46.16,46.89,33.7517900,-118.0069182,37.63,
GWD 10170,Girth Weld,,32228.99,46.16,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1227.78,AGM 11,1449.91,36.00,46.16,10.04,36.00,46.16,10170,46.89,0.94,33.7518890,-118.0069183,37.65,
GWD 10180,Girth Weld,,32275.15,46.89,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1273.94,AGM 11,1403.75,46.16,46.89,36.00,46.16,46.89,10180,0.94,24.54,33.7520158,-118.0069200,37.95,
GWD 10190,Girth Weld,,32322.04,0.37,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1320.83,AGM 11,1356.86,46.89,0.94,46.16,46.89,0.94,10190,24.54,7.42,33.7521446,-118.0069234,38.35,
BND 86,Bend,,32322.41,0.57,0.280,42000,ERW,8.625,728,,,11.299,,,,,,,,AGM 10,1321.20,AGM 11,1356.49,0.37,0.57,46.16,46.89,0.94,10190,24.54,7.42,33.7521456,-118.0069236,38.35,3.0D 28.7 deg left turn over bend
GWD 10200,Girth Weld,,32322.98,24.54,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1321.77,AGM 11,1355.92,0.94,24.54,46.89,0.94,24.54,10200,7.42,7.34,33.7521471,-118.0069242,38.34,
GWD 10210,Girth Weld,,32347.52,7.42,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1346.31,AGM 11,1331.38,24.54,7.42,0.94,24.54,7.42,10210,7.34,48.03,33.7522065,-118.0069625,38.09,
GWD 10220,Girth Weld,,32354.95,7.34,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1353.74,AGM 11,1323.95,7.42,7.34,24.54,7.42,7.34,10220,48.03,43.69,33.7522245,-118.0069740,38.11,
GWD 10230,Girth Weld,,32362.29,28.90,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1361.08,AGM 11,1316.61,7.34,48.03,7.42,7.34,48.03,10230,43.69,10.33,33.7522423,-118.0069852,38.15,
CSG 5,Casing Start,,32391.19,19.12,0.280,42000,ERW,8.625,728,,,838.273,,,,,,,,AGM 10,1389.98,AGM 11,1287.71,28.90,19.12,7.42,7.34,48.03,10230,43.69,10.33,33.7523125,-118.0070298,37.33,Casing - Start
GWD 10240,Girth Weld,,32410.31,43.69,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1409.11,AGM 11,1268.58,48.03,43.69,7.34,48.03,43.69,10240,10.33,23.92,33.7523590,-118.0070590,37.82,
GWD 10250,Girth Weld,,32454.00,7.04,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1452.80,AGM 11,1224.89,43.69,10.33,48.03,43.69,10.33,10250,23.92,34.20,33.7524642,-118.0071281,38.49,
CSG 5,Casing End,,32461.05,3.28,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1459.84,AGM 11,1217.85,7.04,3.28,48.03,43.69,10.33,10250,23.92,34.20,33.7524811,-118.0071393,38.54,Casing - End
GWD 10260,Girth Weld,,32464.33,11.68,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1463.12,AGM 11,1214.57,10.33,23.92,43.69,10.33,23.92,10260,34.20,47.73,33.7524890,-118.0071446,38.57,
BND 87,Bend,,32476.01,12.25,0.280,42000,ERW,8.625,728,,,57.008,,,,,,,,AGM 10,1474.80,AGM 11,1202.89,11.68,12.25,43.69,10.33,23.92,10260,34.20,47.73,33.7525174,-118.0071625,38.76,13.3D 24.8 deg right turn bend
GWD 10270,Girth Weld,,32488.25,34.20,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1487.05,AGM 11,1190.64,23.92,34.20,10.33,23.92,34.20,10270,47.73,47.79,33.7525509,-118.0071638,38.77,
GWD 10280,Girth Weld,,32522.46,47.73,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1521.25,AGM 11,1156.44,34.20,47.73,23.92,34.20,47.73,10280,47.79,47.01,33.7526449,-118.0071637,38.54,
GWD 10290,Girth Weld,,32570.19,47.79,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1568.99,AGM 11,1108.70,47.73,47.79,34.20,47.73,47.79,10290,47.01,39.15,33.7527761,-118.0071642,38.95,
GWD 10300,Girth Weld,,32617.99,47.01,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1616.78,AGM 11,1060.91,47.79,47.01,47.73,47.79,47.01,10300,39.15,46.06,33.7529074,-118.0071659,39.03,
GWD 10310,Girth Weld,,32665.00,39.15,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1663.79,AGM 11,1013.90,47.01,39.15,47.79,47.01,39.15,10310,46.06,47.88,33.7530366,-118.0071682,39.38,
GWD 10320,Girth Weld,,32704.14,46.06,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1702.94,AGM 11,974.75,39.15,46.06,47.01,39.15,46.06,10320,47.88,48.65,33.7531441,-118.0071691,39.57,
GWD 10330,Girth Weld,,32750.21,47.88,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1749.00,AGM 11,928.69,46.06,47.88,39.15,46.06,47.88,10330,48.65,48.18,33.7532707,-118.0071705,39.30,
GWD 10340,Girth Weld,,32798.09,48.65,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1796.88,AGM 11,880.81,47.88,48.65,46.06,47.88,48.65,10340,48.18,46.83,33.7534023,-118.0071729,39.28,
GWD 10350,Girth Weld,,32846.73,48.18,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1845.53,AGM 11,832.16,48.65,48.18,47.88,48.65,48.18,10350,46.83,47.96,33.7535360,-118.0071752,39.20,
GWD 10360,Girth Weld,,32894.92,46.83,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1893.71,AGM 11,783.98,48.18,46.83,48.65,48.18,46.83,10360,47.96,47.81,33.7536683,-118.0071767,39.52,
GWD 10370,Girth Weld,,32941.75,47.96,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1940.54,AGM 11,737.15,46.83,47.96,48.18,46.83,47.96,10370,47.81,46.14,33.7537970,-118.0071785,39.00,
GWD 10380,Girth Weld,,32989.70,47.81,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,1988.50,AGM 11,689.19,47.96,47.81,46.83,47.96,47.81,10380,46.14,48.40,33.7539288,-118.0071809,39.06,
GWD 10390,Girth Weld,,33037.51,46.14,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,2036.31,AGM 11,641.38,47.81,46.14,47.96,47.81,46.14,10390,48.40,48.46,33.7540602,-118.0071829,38.99,
GWD 10400,Girth Weld,,33083.65,48.40,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,2082.44,AGM 11,595.25,46.14,48.40,47.81,46.14,48.40,10400,48.46,48.49,33.7541870,-118.0071846,38.79,
GWD 10410,Girth Weld,,33132.05,48.46,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,2130.84,AGM 11,546.85,48.40,48.46,46.14,48.40,48.46,10410,48.49,46.25,33.7543200,-118.0071865,38.94,
GWD 10420,Girth Weld,,33180.51,48.49,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,2179.30,AGM 11,498.39,48.46,48.49,48.40,48.46,48.49,10420,46.25,37.61,33.7544532,-118.0071887,38.58,
GWD 10430,Girth Weld,,33229.00,46.25,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,2227.79,AGM 11,449.90,48.49,46.25,48.46,48.49,46.25,10430,37.61,49.25,33.7545864,-118.0071908,38.90,
GWD 10440,Girth Weld,,33275.25,37.61,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,2274.04,AGM 11,403.65,46.25,37.61,48.49,46.25,37.61,10440,49.25,48.42,33.7547135,-118.0071925,39.02,
GWD 10450,Girth Weld,,33312.86,49.25,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,2311.65,AGM 11,366.04,37.61,49.25,46.25,37.61,49.25,10450,48.42,48.48,33.7548168,-118.0071938,39.03,
GWD 10460,Girth Weld,,33362.11,48.42,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,2360.90,AGM 11,316.79,49.25,48.42,37.61,49.25,48.42,10460,48.48,48.02,33.7549521,-118.0071953,39.44,
GWD 10470,Girth Weld,,33410.53,48.48,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,2409.32,AGM 11,268.37,48.42,48.48,49.25,48.42,48.48,10470,48.02,47.36,33.7550852,-118.0071978,39.70,
GWD 10480,Girth Weld,,33459.01,48.02,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,2457.80,AGM 11,219.89,48.48,48.02,48.42,48.48,48.02,10480,47.36,14.92,33.7552183,-118.0072011,40.01,
GWD 10490,Girth Weld,,33507.02,47.36,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,2505.82,AGM 11,171.87,48.02,47.36,48.48,48.02,47.36,10490,14.92,42.10,33.7553503,-118.0072053,39.40,
GWD 10500,Girth Weld,,33554.38,14.92,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,2553.18,AGM 11,124.51,47.36,14.92,48.02,47.36,14.92,10500,42.10,43.97,33.7554804,-118.0072095,39.38,
GWD 10510,Girth Weld,,33569.31,42.10,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,2568.10,AGM 11,109.59,14.92,42.10,47.36,14.92,42.10,10510,43.97,1.23,33.7555214,-118.0072108,39.15,
GWD 10520,Girth Weld,,33611.40,43.97,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,2610.20,AGM 11,67.49,42.10,43.97,14.92,42.10,43.97,10520,1.23,7.73,33.7556370,-118.0072151,38.40,
GWD 10530,Girth Weld,,33655.38,1.23,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,2654.17,AGM 11,23.52,43.97,1.23,42.10,43.97,1.23,10530,7.73,12.30,33.7557578,-118.0072198,37.82,
GWD 10540,Girth Weld,,33656.60,7.73,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,2655.40,AGM 11,22.29,1.23,7.73,43.97,1.23,7.73,10540,12.30,8.93,33.7557612,-118.0072199,37.84,
GWD 10550,Girth Weld,,33664.33,12.30,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,2663.12,AGM 11,14.57,7.73,12.30,1.23,7.73,12.30,10550,8.93,40.45,33.7557824,-118.0072203,37.91,
GWD 10560,Girth Weld,,33676.63,2.27,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 10,2675.42,AGM 11,2.27,12.30,8.93,7.73,12.30,8.93,10560,40.45,42.94,33.7558162,-118.0072206,37.98,
MRK 9,Marker,,33678.90,6.66,0.280,42000,ERW,8.625,728,,,,,11:37,,,,,,AGM 10,2677.69,AGM 12,3094.16,2.27,6.66,7.73,12.30,8.93,10560,40.45,42.94,33.7558225,-118.0072206,37.97,AGM 11 6' East of Curb - Located in Goldenwest St
GWD 10570,Girth Weld,,33685.56,40.45,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,6.66,AGM 12,3087.50,8.93,40.45,12.30,8.93,40.45,10570,42.94,41.90,33.7558408,-118.0072207,37.96,
GWD 10580,Girth Weld,,33726.01,42.94,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,47.11,AGM 12,3047.05,40.45,42.94,8.93,40.45,42.94,10580,41.90,42.39,33.7559520,-118.0072213,38.07,
GWD 10590,Girth Weld,,33768.95,41.90,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,90.05,AGM 12,3004.11,42.94,41.90,40.45,42.94,41.90,10590,42.39,29.43,33.7560700,-118.0072226,38.54,
GWD 10600,Girth Weld,,33810.85,42.39,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,131.95,AGM 12,2962.21,41.90,42.39,42.94,41.90,42.39,10600,29.43,23.98,33.7561852,-118.0072243,38.37,
GWD 10610,Girth Weld,,33853.24,29.43,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,174.34,AGM 12,2919.82,42.39,29.43,41.90,42.39,29.43,10610,23.98,43.00,33.7563017,-118.0072255,38.79,
GWD 10620,Girth Weld,,33882.67,23.98,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,203.77,AGM 12,2890.39,29.43,23.98,42.39,29.43,23.98,10620,43.00,42.84,33.7563826,-118.0072267,38.78,
GWD 10630,Girth Weld,,33906.66,43.00,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,227.76,AGM 12,2866.40,23.98,43.00,29.43,23.98,43.00,10630,42.84,42.93,33.7564485,-118.0072274,38.89,
GWD 10640,Girth Weld,,33949.65,42.84,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,270.76,AGM 12,2823.40,43.00,42.84,23.98,43.00,42.84,10640,42.93,42.47,33.7565667,-118.0072269,38.78,
GWD 10650,Girth Weld,,33992.49,42.93,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,313.59,AGM 12,2780.57,42.84,42.93,43.00,42.84,42.93,10650,42.47,41.87,33.7566845,-118.0072266,38.91,
GWD 10660,Girth Weld,,34035.42,42.47,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,356.53,AGM 12,2737.63,42.93,42.47,42.84,42.93,42.47,10660,41.87,41.74,33.7568025,-118.0072280,38.85,
GWD 10670,Girth Weld,,34077.90,41.87,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,399.00,AGM 12,2695.16,42.47,41.87,42.93,42.47,41.87,10670,41.74,43.30,33.7569192,-118.0072299,38.91,
GWD 10680,Girth Weld,,34119.76,41.74,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,440.87,AGM 12,2653.29,41.87,41.74,42.47,41.87,41.74,10680,43.30,12.35,33.7570343,-118.0072323,38.92,
GWD 10690,Girth Weld,,34161.50,43.30,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,482.60,AGM 12,2611.56,41.74,43.30,41.87,41.74,43.30,10690,12.35,5.16,33.7571490,-118.0072348,39.19,
GWD 10700,Girth Weld,,34204.80,12.35,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,525.91,AGM 12,2568.25,43.30,12.35,41.74,43.30,12.35,10700,5.16,30.66,33.7572680,-118.0072375,39.15,
GWD 10710,Girth Weld,,34217.15,5.16,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,538.26,AGM 12,2555.90,12.35,5.16,43.30,12.35,5.16,10710,30.66,35.94,33.7573020,-118.0072379,38.74,
GWD 10720,Girth Weld,,34222.32,30.66,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,543.42,AGM 12,2550.74,5.16,30.66,12.35,5.16,30.66,10720,35.94,46.46,33.7573162,-118.0072378,38.48,
GWD 10730,Girth Weld,,34252.98,35.94,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,574.08,AGM 12,2520.08,30.66,35.94,5.16,30.66,35.94,10730,46.46,33.45,33.7574004,-118.0072369,37.25,
GWD 10740,Girth Weld,,34288.92,46.46,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,610.02,AGM 12,2484.14,35.94,46.46,30.66,35.94,46.46,10740,33.45,45.63,33.7574992,-118.0072355,37.11,
GWD 10750,Girth Weld,,34335.37,33.45,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,656.48,AGM 12,2437.69,46.46,33.45,35.94,46.46,33.45,10750,45.63,25.27,33.7576269,-118.0072350,37.44,
GWD 10760,Girth Weld,,34368.82,45.63,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,689.93,AGM 12,2404.23,33.45,45.63,46.46,33.45,45.63,10760,25.27,44.84,33.7577188,-118.0072363,37.99,
GWD 10770,Girth Weld,,34414.46,25.27,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,735.56,AGM 12,2358.60,45.63,25.27,33.45,45.63,25.27,10770,44.84,46.27,33.7578443,-118.0072382,38.40,
GWD 10780,Girth Weld,,34439.73,44.84,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,760.83,AGM 12,2333.33,25.27,44.84,45.63,25.27,44.84,10780,46.27,44.21,33.7579137,-118.0072391,37.97,
GWD 10790,Girth Weld,,34484.56,46.27,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,805.66,AGM 12,2288.50,44.84,46.27,25.27,44.84,46.27,10790,44.21,43.21,33.7580369,-118.0072418,38.26,
GWD 10800,Girth Weld,,34530.83,44.21,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,851.93,AGM 12,2242.23,46.27,44.21,44.84,46.27,44.21,10800,43.21,44.53,33.7581641,-118.0072438,38.16,
GWD 10810,Girth Weld,,34575.04,43.21,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,896.14,AGM 12,2198.02,44.21,43.21,46.27,44.21,43.21,10810,44.53,43.05,33.7582857,-118.0072438,38.05,
GWD 10820,Girth Weld,,34618.25,44.53,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,939.35,AGM 12,2154.81,43.21,44.53,44.21,43.21,44.53,10820,43.05,23.07,33.7584044,-118.0072436,38.12,
GWD 10830,Girth Weld,,34662.78,43.05,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,983.88,AGM 12,2110.28,44.53,43.05,43.21,44.53,43.05,10830,23.07,36.88,33.7585268,-118.0072448,39.27,
GWD 10840,Girth Weld,,34705.83,23.07,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,1026.93,AGM 12,2067.23,43.05,23.07,44.53,43.05,23.07,10840,36.88,37.55,33.7586451,-118.0072462,39.99,
GWD 10850,Girth Weld,,34728.90,36.88,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,1050.00,AGM 12,2044.16,23.07,36.88,43.05,23.07,36.88,10850,37.55,37.41,33.7587085,-118.0072476,39.91,
GWD 10860,Girth Weld,,34765.77,37.55,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,1086.88,AGM 12,2007.28,36.88,37.55,23.07,36.88,37.55,10860,37.41,38.34,33.7588098,-118.0072495,39.77,
GWD 10870,Girth Weld,,34803.33,37.41,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,1124.43,AGM 12,1969.73,37.55,37.41,36.88,37.55,37.41,10870,38.34,43.21,33.7589131,-118.0072499,39.27,
GWD 10880,Girth Weld,,34840.74,3.55,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,1161.84,AGM 12,1932.32,37.41,38.34,37.55,37.41,38.34,10880,43.21,43.47,33.7590159,-118.0072507,39.37,
CSG 6,Casing Start,,34844.29,34.78,0.280,42000,ERW,8.625,728,,,751.429,,,,,,,,AGM 11,1165.39,AGM 12,1928.77,3.55,34.78,37.55,37.41,38.34,10880,43.21,43.47,33.7590257,-118.0072509,39.40,Casing - Start
GWD 10890,Girth Weld,,34879.08,27.83,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,1200.18,AGM 12,1893.98,38.34,43.21,37.41,38.34,43.21,10890,43.47,42.85,33.7591212,-118.0072532,39.97,
CSG 6,Casing End,,34906.91,15.37,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,1228.01,AGM 12,1866.15,27.83,15.37,37.41,38.34,43.21,10890,43.47,42.85,33.7591978,-118.0072542,39.81,Casing - End
GWD 10900,Girth Weld,,34922.28,43.47,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,1243.39,AGM 12,1850.77,43.21,43.47,38.34,43.21,43.47,10900,42.85,42.49,33.7592400,-118.0072549,39.74,
GWD 10910,Girth Weld,,34965.76,42.85,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,1286.86,AGM 12,1807.30,43.47,42.85,43.21,43.47,42.85,10910,42.49,42.76,33.7593595,-118.0072568,40.23,
GWD 10920,Girth Weld,,35008.61,42.49,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,1329.71,AGM 12,1764.45,42.85,42.49,43.47,42.85,42.49,10920,42.76,9.91,33.7594773,-118.0072579,40.55,
GWD 10930,Girth Weld,,35051.10,42.76,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,1372.20,AGM 12,1721.96,42.49,42.76,42.85,42.49,42.76,10930,9.91,34.69,33.7595941,-118.0072599,40.53,
GWD 10940,Girth Weld,,35093.86,9.91,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,1414.96,AGM 12,1679.20,42.76,9.91,42.49,42.76,9.91,10940,34.69,35.00,33.7597116,-118.0072617,40.55,
GWD 10950,Girth Weld,,35103.77,34.69,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,1424.87,AGM 12,1669.29,9.91,34.69,42.76,9.91,34.69,10950,35.00,20.76,33.7597389,-118.0072621,40.45,
GWD 10960,Girth Weld,,35138.46,35.00,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,1459.57,AGM 12,1634.59,34.69,35.00,9.91,34.69,35.00,10960,20.76,36.14,33.7598342,-118.0072635,40.31,
GWD 10970,Girth Weld,,35173.46,20.76,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,1494.57,AGM 12,1599.59,35.00,20.76,34.69,35.00,20.76,10970,36.14,36.96,33.7599304,-118.0072652,40.59,
GWD 10980,Girth Weld,,35194.23,36.14,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,1515.33,AGM 12,1578.83,20.76,36.14,35.00,20.76,36.14,10980,36.96,36.56,33.7599875,-118.0072661,40.57,
GWD 10990,Girth Weld,,35230.37,36.96,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,1551.47,AGM 12,1542.69,36.14,36.96,20.76,36.14,36.96,10990,36.56,37.34,33.7600868,-118.0072678,40.57,
GWD 11000,Girth Weld,,35267.33,36.56,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,1588.43,AGM 12,1505.73,36.96,36.56,36.14,36.96,36.56,11000,37.34,37.52,33.7601884,-118.0072699,40.74,
GWD 11010,Girth Weld,,35303.89,37.34,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,1624.99,AGM 12,1469.17,36.56,37.34,36.96,36.56,37.34,11010,37.52,37.85,33.7602889,-118.0072719,40.65,
GWD 11020,Girth Weld,,35341.23,37.52,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,1662.33,AGM 12,1431.83,37.34,37.52,36.56,37.34,37.52,11020,37.85,36.84,33.7603916,-118.0072735,40.57,
GWD 11030,Girth Weld,,35378.75,37.85,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,1699.85,AGM 12,1394.31,37.52,37.85,37.34,37.52,37.85,11030,36.84,34.76,33.7604947,-118.0072741,40.61,
GWD 11040,Girth Weld,,35416.59,36.84,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,1737.70,AGM 12,1356.46,37.85,36.84,37.52,37.85,36.84,11040,34.76,37.84,33.7605988,-118.0072753,40.51,
GWD 11050,Girth Weld,,35453.44,34.76,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,1774.54,AGM 12,1319.62,36.84,34.76,37.85,36.84,34.76,11050,37.84,36.87,33.7607000,-118.0072769,40.63,
GWD 11060,Girth Weld,,35488.20,37.84,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,1809.30,AGM 12,1284.86,34.76,37.84,36.84,34.76,37.84,11060,36.87,38.94,33.7607956,-118.0072786,40.80,
GWD 11070,Girth Weld,,35526.04,36.87,0.280,42000,ERW,8.625,728,,,,,,,,,,,AGM 11,1847.14,AGM 12,1247.02,37.84,36.87,34.76,37.84,36.87,11070,38.94,36.14,33.7608996,-118.0072800,40.86,
